ArrayID,Emotion,Word,Count
777,anger,vote,39
741,anger,illegal,22
826,anger,money,22
795,anger,attack,17
732,anger,crime,13
759,anger,fight,10
772,anger,abolish,10
787,anger,loss,10
847,anger,violence,10
754,anger,force,9
805,anger,threat,9
815,anger,words,8
776,anger,murder,7
782,anger,deportation,7
781,anger,unfair,6
851,anger,criminal,6
740,anger,demand,5
744,anger,politics,5
800,anger,terrorist,5
807,anger,chaos,5
824,anger,blockade,5
731,anger,defense,4
735,anger,murderous,4
750,anger,brutal,4
758,anger,fear,4
778,anger,madness,4
816,anger,tree,4
832,anger,destruction,4
836,anger,death,4
848,anger,feeling,4
736,anger,cash,3
747,anger,mad,3
748,anger,opposition,3
757,anger,rocket,3
769,anger,coercion,3
799,anger,disgrace,3
825,anger,hatred,3
827,anger,senseless,3
833,anger,honest,3
834,anger,destroyed,3
843,anger,surcharge,3
853,anger,shortage,3
739,anger,hit,2
743,anger,destroying,2
745,anger,terrible,2
749,anger,bad,2
755,anger,subsidy,2
756,anger,lie,2
761,anger,angry,2
765,anger,campaigning,2
766,anger,restriction,2
770,anger,horrific,2
775,anger,neglected,2
780,anger,arguments,2
783,anger,belt,2
784,anger,jealous,2
793,anger,murderer,2
794,anger,dispute,2
801,anger,hate,2
808,anger,abuse,2
809,anger,tighten,2
810,anger,bogus,2
812,anger,selfish,2
813,anger,cutting,2
817,anger,standstill,2
835,anger,shock,2
840,anger,broken,2
841,anger,chaotic,2
842,anger,cross,2
733,anger,untrustworthy,1
734,anger,fraudulent,1
737,anger,agitation,1
738,anger,row,1
742,anger,punch,1
746,anger,screwed,1
751,anger,crushing,1
752,anger,obstruct,1
753,anger,infantile,1
760,anger,upset,1
762,anger,injustice,1
763,anger,rape,1
764,anger,offensive,1
767,anger,socialist,1
768,anger,fraud,1
771,anger,catastrophe,1
773,anger,contempt,1
774,anger,throttle,1
779,anger,slave,1
785,anger,battle,1
786,anger,tackle,1
788,anger,violation,1
789,anger,miserable,1
790,anger,court,1
791,anger,expel,1
792,anger,presumptuous,1
796,anger,criticism,1
797,anger,stab,1
798,anger,invasion,1
802,anger,poison,1
803,anger,intrusive,1
804,anger,condemnation,1
806,anger,arrogant,1
811,anger,violent,1
814,anger,blame,1
818,anger,criticize,1
819,anger,bully,1
820,anger,unbridled,1
821,anger,betrayal,1
822,anger,confront,1
823,anger,brutality,1
828,anger,victim,1
829,anger,tumultuous,1
830,anger,massacre,1
831,anger,hurting,1
837,anger,assassin,1
838,anger,bear,1
839,anger,misery,1
844,anger,disastrous,1
845,anger,kicking,1
846,anger,killing,1
849,anger,crazy,1
850,anger,sentence,1
852,anger,disaster,1
1512,anticipation,time,72
1484,anticipation,vote,39
1468,anticipation,good,24
1481,anticipation,finally,24
1441,anticipation,young,22
1462,anticipation,money,22
1456,anticipation,motion,15
1480,anticipation,income,15
1503,anticipation,pay,14
1453,anticipation,long,13
1557,anticipation,subscribe,12
1479,anticipation,public,11
1550,anticipation,highest,11
1475,anticipation,peace,9
1482,anticipation,immediately,9
1524,anticipation,start,9
1534,anticipation,continue,8
1471,anticipation,top,7
1537,anticipation,competition,7
1516,anticipation,plan,6
1544,anticipation,rising,6
1561,anticipation,hope,6
1445,anticipation,expect,5
1457,anticipation,child,5
1493,anticipation,convince,5
1494,anticipation,delivery,5
1498,anticipation,ultimately,5
1528,anticipation,opportunity,5
1538,anticipation,god,5
1443,anticipation,victory,4
1448,anticipation,defense,4
1473,anticipation,result,4
1483,anticipation,proud,4
1488,anticipation,death,4
1509,anticipation,watch,4
1525,anticipation,quote,4
1531,anticipation,feeling,4
1548,anticipation,tree,4
1554,anticipation,fancy,4
1563,anticipation,happy,4
1454,anticipation,happen,3
1476,anticipation,cash,3
1477,anticipation,grandchildren,3
1487,anticipation,marriage,3
1491,anticipation,clock,3
1508,anticipation,production,3
1511,anticipation,share,3
1515,anticipation,planning,3
1517,anticipation,appeal,3
1518,anticipation,mother,3
1519,anticipation,receiving,3
1523,anticipation,risk,3
1541,anticipation,inheritance,3
1547,anticipation,coming,3
1552,anticipation,prepared,3
1556,anticipation,ready,3
1458,anticipation,exciting,2
1460,anticipation,succeed,2
1461,anticipation,wait,2
1464,anticipation,worry,2
1465,anticipation,glad,2
1472,anticipation,warn,2
1489,anticipation,tomorrow,2
1500,anticipation,fun,2
1502,anticipation,pretty,2
1506,anticipation,progress,2
1513,anticipation,calls,2
1521,anticipation,enjoy,2
1522,anticipation,thought,2
1539,anticipation,continuation,2
1542,anticipation,celebrating,2
1543,anticipation,install,2
1553,anticipation,store,2
1558,anticipation,festival,2
1562,anticipation,neutral,2
1440,anticipation,white,1
1442,anticipation,gift,1
1444,anticipation,unbridled,1
1446,anticipation,bye,1
1447,anticipation,fate,1
1449,anticipation,predict,1
1450,anticipation,concealed,1
1451,anticipation,efficient,1
1452,anticipation,audience,1
1455,anticipation,patience,1
1459,anticipation,favorable,1
1463,anticipation,sweet,1
1466,anticipation,investigation,1
1467,anticipation,possibility,1
1469,anticipation,expected,1
1470,anticipation,board,1
1474,anticipation,successful,1
1478,anticipation,advance,1
1485,anticipation,liberation,1
1486,anticipation,invite,1
1490,anticipation,risky,1
1492,anticipation,deal,1
1495,anticipation,hero,1
1496,anticipation,condemnation,1
1497,anticipation,celebration,1
1499,anticipation,prepare,1
1501,anticipation,respect,1
1504,anticipation,destination,1
1505,anticipation,grin,1
1507,anticipation,depend,1
1510,anticipation,dawn,1
1514,anticipation,monetary,1
1520,anticipation,vigilance,1
1526,anticipation,countdown,1
1527,anticipation,warned,1
1529,anticipation,court,1
1530,anticipation,launch,1
1532,anticipation,prevail,1
1533,anticipation,goodness,1
1535,anticipation,sentence,1
1536,anticipation,impending,1
1540,anticipation,urgent,1
1545,anticipation,judiciary,1
1546,anticipation,instructions,1
1549,anticipation,contingent,1
1551,anticipation,draft,1
1555,anticipation,inspire,1
1559,anticipation,independence,1
1560,anticipation,art,1
1564,anticipation,forming,1
1285,disgust,finally,24
1287,disgust,illegal,22
1284,disgust,murder,7
1315,disgust,unfair,6
1326,disgust,criminal,6
1288,disgust,terrorist,5
1277,disgust,murderous,4
1289,disgust,death,4
1322,disgust,feeling,4
1333,disgust,mockery,4
1334,disgust,tree,4
1267,disgust,ugly,3
1268,disgust,coercion,3
1269,disgust,hatred,3
1273,disgust,suffering,3
1275,disgust,senseless,3
1280,disgust,disgrace,3
1281,disgust,honest,3
1286,disgust,shame,3
1302,disgust,mad,3
1260,disgust,murderer,2
1265,disgust,failure,2
1266,disgust,remains,2
1270,disgust,horrific,2
1283,disgust,neglected,2
1290,disgust,hate,2
1292,disgust,abnormal,2
1295,disgust,clumsy,2
1301,disgust,terrible,2
1307,disgust,bad,2
1309,disgust,abuse,2
1312,disgust,distorted,2
1313,disgust,dilapidated,2
1316,disgust,jealous,2
1317,disgust,subsidy,2
1318,disgust,lie,2
1319,disgust,bogus,2
1327,disgust,guilt,2
1329,disgust,selfish,2
1330,disgust,cutting,2
1332,disgust,angry,2
1261,disgust,drunken,1
1262,disgust,socialist,1
1263,disgust,betrayal,1
1264,disgust,unbearable,1
1271,disgust,defamation,1
1272,disgust,catastrophe,1
1274,disgust,fraudulent,1
1276,disgust,massacre,1
1278,disgust,contempt,1
1279,disgust,stomach,1
1282,disgust,interior,1
1291,disgust,poison,1
1293,disgust,collapse,1
1294,disgust,intrusive,1
1296,disgust,misery,1
1297,disgust,instability,1
1298,disgust,pathetic,1
